BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905259,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,535,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905260,ACS,2/1/2017,2/28/2017,STUDENT LOANS,800,2017,ACS
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905263,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905264,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905266,DEPT OF EDUCATION/GREAT LAKES - DOE,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905267,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905269,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,633.63,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905276,NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905277,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905278,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905280,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905281,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,598,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905282,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905283,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905284,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905288,DEPT OF EDUCATION/MOHELA,2/1/2017,2/28/2017,STUDENT LOANS,528.86,2017,DEPT OF EDUCATION/MOHELA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905289,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,600,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905290,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905293,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,600,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905304,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905305,AMERICAN EDUCATION SERVICES,2/1/2017,2/28/2017,STUDENT LOANS,600,2017,AMERICAN EDUCATION SERVICES
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905307,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905308,DEPT OF EDUCATION,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905310,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905313,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,738.33,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905314,DEPT OF EDUCATION/GREAT LAKES - DOE,2/1/2017,2/28/2017,STUDENT LOANS,535,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905315,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905316,DEPT OF EDUCATION,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905320,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,533.5,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905322,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905323,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905324,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905325,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,600,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905326,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,832,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905327,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,800,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905328,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905329,DEPT OF EDUCATION/GREAT LAKES - DOE,2/1/2017,2/28/2017,STUDENT LOANS,506.33,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905331,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,650,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905332,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905334,DEPT OF EDUCATION/MOHELA,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/MOHELA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905335,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905339,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,760.28,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905340,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905342,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905343,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905345,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905352,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905353,DEPT OF EDUCATION/EDFINANCIAL,2/1/2017,2/28/2017,STUDENT LOANS,740,2017,DEPT OF EDUCATION/EDFINANCIAL
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905354,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905356,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905357,DEPT OF EDUCATION/GREAT LAKES - DOE,2/1/2017,2/28/2017,STUDENT LOANS,800,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905360,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905361,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905362,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905365,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905367,DEPT OF EDUCATION/GREAT LAKES - DOE,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905368,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,625,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905374,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905375,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905376,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905377,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905378,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905379,GREAT LAKES EDUCATIONAL COMMERCIAL LOAN,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,GREAT LAKES EDUCATIONAL COMMERCIAL LOAN
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905380,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,760,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905382,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905383,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905384,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,586,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905385,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,600,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905388,DEPT OF EDUCATION/MOHELA,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/MOHELA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905389,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905390,DEPT OF EDUCATION/GREAT LAKES - DOE,2/1/2017,2/28/2017,STUDENT LOANS,800,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905392,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,740,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905398,NELNET INC,2/1/2017,2/28/2017,STUDENT LOANS,650,2017,NELNET INC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905400,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905403,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905404,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905406,DEPT OF EDUCATION,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905408,NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905409,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905410,DEPT OF EDUCATION/MOHELA,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/MOHELA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905414,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905415,NELNET INC,2/1/2017,2/28/2017,STUDENT LOANS,528.85,2017,NELNET INC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905416,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905417,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905418,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,650,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905419,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,788,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905422,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,533,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905424,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905425,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905430,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,650,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905431,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905434,DEPT OF EDUCATION,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905435,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,650,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905438,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,600,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905440,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905442,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
